"GroupID","Param","Value","GroupLevel"
"0X2323","Country","Japan","Site"
"0X2323","site_active_dt","2012-01-01","Site"
"0X4264","studyid","AA-AA-000-0000","Site"
"0X4264","invid","0X4264","Site"
"0X4264","InvestigatorFirstName","Fred","Site"
"0X4264","InvestigatorLastName","Deer","Site"
"0X4264","site_status","Active","Site"
"0X4264","City","Newtown Square","Site"
"0X4264","State","PA","Site"
"0X4264","Country","US","Site"
"0X4264","site_active_dt","2012-01-01","Site"
"0X1982","studyid","AA-AA-000-0000","Site"
"0X1982","invid","0X1982","Site"
"0X1982","InvestigatorFirstName","Fred","Site"
"0X1982","InvestigatorLastName","Smith","Site"
"0X1982","site_status","Active","Site"
"0X1982","City","Newtown Square","Site"
"0X1982","State","PA","Site"
"0X1982","Country","US","Site"
"0X1982","site_active_dt","2012-01-01","Site"
"0X8764","studyid","AA-AA-000-0000","Site"
"0X8764","invid","0X8764","Site"
"0X8764","InvestigatorFirstName","John","Site"
"0X8764","InvestigatorLastName","Smith","Site"
"0X8764","site_status","Active","Site"
"0X8764","City","Tokyo","Site"
"0X8764","State","Kanto","Site"
"0X8764","Country","Japan","Site"
"0X8764","site_active_dt","2012-01-01","Site"
"0X4959","studyid","AA-AA-000-0000","Site"
"0X4959","invid","0X4959","Site"
"0X4959","InvestigatorFirstName","Fred","Site"
"0X4959","InvestigatorLastName","Doe","Site"
"0X4959","site_status","Active","Site"
"0X4959","City","Newtown Square","Site"
"0X4959","State","PA","Site"
"0X4959","Country","US","Site"
"0X4959","site_active_dt","2012-01-01","Site"
"0X8517","studyid","AA-AA-000-0000","Site"
"0X8517","invid","0X8517","Site"
"0X8517","InvestigatorFirstName","Fred","Site"
"0X8517","InvestigatorLastName","Smith","Site"
"0X8517","site_status","Active","Site"
"0X8517","City","Milton Keynes","Site"
"0X8517","State","Buckinghamshire","Site"
"0X8517","Country","UK","Site"
"0X8517","site_active_dt","2012-01-01","Site"
"0X2532","studyid","AA-AA-000-0000","Site"
"0X2532","invid","0X2532","Site"
"0X2532","InvestigatorFirstName","Fred","Site"
"0X2532","InvestigatorLastName","Doe","Site"
"0X2532","site_status","Active","Site"
"0X2532","City","Foster City","Site"
"0X2532","State","CA","Site"
"0X2532","Country","US","Site"
"0X2532","site_active_dt","2012-01-01","Site"
"0X6603","studyid","AA-AA-000-0000","Site"
"0X6603","invid","0X6603","Site"
"0X6603","InvestigatorFirstName","Joanne","Site"
"0X6603","InvestigatorLastName","Smith","Site"
"0X6603","site_status","Active","Site"
"0X6603","City","Milton Keynes","Site"
"0X6603","State","Buckinghamshire","Site"
"0X6603","Country","UK","Site"
"0X6603","site_active_dt","2012-01-01","Site"
"0X7983","studyid","AA-AA-000-0000","Site"
"0X7983","invid","0X7983","Site"
"0X7983","InvestigatorFirstName","Joanne","Site"
"0X7983","InvestigatorLastName","Smith","Site"
"0X7983","site_status","Active","Site"
"0X7983","City","Foster City","Site"
"0X7983","State","CA","Site"
"0X7983","Country","US","Site"
"0X7983","site_active_dt","2012-01-01","Site"
"0X1910","studyid","AA-AA-000-0000","Site"
"0X1910","invid","0X1910","Site"
"0X1910","InvestigatorFirstName","Fred","Site"
"0X1910","InvestigatorLastName","Deer","Site"
"0X1910","site_status","Active","Site"
"0X1910","City","Newtown Square","Site"
"0X1910","State","PA","Site"
"0X1910","Country","US","Site"
"0X1910","site_active_dt","2012-01-01","Site"
"0X8091","studyid","AA-AA-000-0000","Site"
"0X8091","invid","0X8091","Site"
"0X8091","InvestigatorFirstName","Joanne","Site"
"0X8091","InvestigatorLastName","Smith","Site"
"0X8091","site_status","Active","Site"
"0X8091","City","Milton Keynes","Site"
"0X8091","State","Buckinghamshire","Site"
"0X8091","Country","UK","Site"
"0X8091","site_active_dt","2012-01-01","Site"
"0X3090","studyid","AA-AA-000-0000","Site"
"0X3090","invid","0X3090","Site"
"0X3090","InvestigatorFirstName","John","Site"
"0X3090","InvestigatorLastName","Smith","Site"
"0X3090","site_status","Active","Site"
"0X3090","City","Newtown Square","Site"
"0X3090","State","PA","Site"
"0X3090","Country","US","Site"
"0X3090","site_active_dt","2012-01-01","Site"
"0X2192","studyid","AA-AA-000-0000","Site"
"0X2192","invid","0X2192","Site"
"0X2192","InvestigatorFirstName","John","Site"
"0X2192","InvestigatorLastName","Deer","Site"
"0X2192","site_status","Active","Site"
"0X2192","City","Milton Keynes","Site"
"0X2192","State","Buckinghamshire","Site"
"0X2192","Country","UK","Site"
"0X2192","site_active_dt","2012-01-01","Site"
"0X101","studyid","AA-AA-000-0000","Site"
"0X101","invid","0X101","Site"
"0X101","InvestigatorFirstName","John","Site"
"0X101","InvestigatorLastName","Deer","Site"
"0X101","site_status","Active","Site"
"0X101","City","Milton Keynes","Site"
"0X101","State","Buckinghamshire","Site"
"0X101","Country","UK","Site"
"0X101","site_active_dt","2012-01-01","Site"
"0X213","studyid","AA-AA-000-0000","Site"
"0X213","invid","0X213","Site"
"0X213","InvestigatorFirstName","Fred","Site"
"0X213","InvestigatorLastName","Smith","Site"
"0X213","site_status","Active","Site"
"0X213","City","London","Site"
"0X213","State","Greater London","Site"
"0X213","Country","UK","Site"
"0X213","site_active_dt","2012-01-01","Site"
"0X4485","studyid","AA-AA-000-0000","Site"
"0X4485","invid","0X4485","Site"
"0X4485","InvestigatorFirstName","Fred","Site"
"0X4485","InvestigatorLastName","Doe","Site"
"0X4485","site_status","Active","Site"
"0X4485","City","Newtown Square","Site"
"0X4485","State","PA","Site"
"0X4485","Country","US","Site"
"0X4485","site_active_dt","2012-01-01","Site"
"0X8788","studyid","AA-AA-000-0000","Site"
"0X8788","invid","0X8788","Site"
"0X8788","InvestigatorFirstName","Fred","Site"
"0X8788","InvestigatorLastName","Deer","Site"
"0X8788","site_status","Active","Site"
"0X8788","City","Kumamoto","Site"
"0X8788","State","Kumamoto Prefecture","Site"
"0X8788","Country","Japan","Site"
"0X8788","site_active_dt","2012-01-01","Site"
"0X8351","studyid","AA-AA-000-0000","Site"
"0X8351","invid","0X8351","Site"
"0X8351","InvestigatorFirstName","John","Site"
"0X8351","InvestigatorLastName","Deer","Site"
"0X8351","site_status","Active","Site"
"0X8351","City","Milton Keynes","Site"
"0X8351","State","Buckinghamshire","Site"
"0X8351","Country","UK","Site"
"0X8351","site_active_dt","2012-01-01","Site"
"0X6405","studyid","AA-AA-000-0000","Site"
"0X6405","invid","0X6405","Site"
"0X6405","InvestigatorFirstName","John","Site"
"0X6405","InvestigatorLastName","Doe","Site"
"0X6405","site_status","Active","Site"
"0X6405","City","Foster City","Site"
"0X6405","State","CA","Site"
"0X6405","Country","US","Site"
"0X6405","site_active_dt","2012-01-01","Site"
"0X8633","studyid","AA-AA-000-0000","Site"
"0X8633","invid","0X8633","Site"
"0X8633","InvestigatorFirstName","Fred","Site"
"0X8633","InvestigatorLastName","Smith","Site"
"0X8633","site_status","Active","Site"
"0X8633","City","Tokyo","Site"
"0X8633","State","Kanto","Site"
"0X8633","Country","Japan","Site"
"0X8633","site_active_dt","2012-01-01","Site"
"0X7809","studyid","AA-AA-000-0000","Site"
"0X7809","invid","0X7809","Site"
"0X7809","InvestigatorFirstName","Joanne","Site"
"0X7809","InvestigatorLastName","Deer","Site"
"0X7809","site_status","Active","Site"
"0X7809","City","Kumamoto","Site"
"0X7809","State","Kumamoto Prefecture","Site"
"0X7809","Country","Japan","Site"
"0X7809","site_active_dt","2012-01-01","Site"
"0X180","studyid","AA-AA-000-0000","Site"
"0X180","invid","0X180","Site"
"0X180","InvestigatorFirstName","Fred","Site"
"0X180","InvestigatorLastName","Doe","Site"
"0X180","site_status","Active","Site"
"0X180","City","London","Site"
"0X180","State","Greater London","Site"
"0X180","Country","UK","Site"
"0X180","site_active_dt","2012-01-01","Site"
"0X4874","studyid","AA-AA-000-0000","Site"
"0X4874","invid","0X4874","Site"
"0X4874","InvestigatorFirstName","John","Site"
"0X4874","InvestigatorLastName","Doe","Site"
"0X4874","site_status","Active","Site"
"0X4874","City","Tokyo","Site"
"0X4874","State","Kanto","Site"
"0X4874","Country","Japan","Site"
"0X4874","site_active_dt","2012-01-01","Site"
"0X7011","studyid","AA-AA-000-0000","Site"
"0X7011","invid","0X7011","Site"
"0X7011","InvestigatorFirstName","John","Site"
"0X7011","InvestigatorLastName","Deer","Site"
"0X7011","site_status","Active","Site"
"0X7011","City","Foster City","Site"
"0X7011","State","CA","Site"
"0X7011","Country","US","Site"
"0X7011","site_active_dt","2012-01-01","Site"
"0X8354","studyid","AA-AA-000-0000","Site"
"0X8354","invid","0X8354","Site"
"0X8354","InvestigatorFirstName","Fred","Site"
"0X8354","InvestigatorLastName","Deer","Site"
"0X8354","site_status","Active","Site"
"0X8354","City","Kumamoto","Site"
"0X8354","State","Kumamoto Prefecture","Site"
"0X8354","Country","Japan","Site"
"0X8354","site_active_dt","2012-01-01","Site"
"0X4323","studyid","AA-AA-000-0000","Site"
"0X4323","invid","0X4323","Site"
"0X4323","InvestigatorFirstName","Joanne","Site"
"0X4323","InvestigatorLastName","Smith","Site"
"0X4323","site_status","Active","Site"
"0X4323","City","Foster City","Site"
"0X4323","State","CA","Site"
"0X4323","Country","US","Site"
"0X4323","site_active_dt","2012-01-01","Site"
"0X5033","studyid","AA-AA-000-0000","Site"
"0X5033","invid","0X5033","Site"
"0X5033","InvestigatorFirstName","John","Site"
"0X5033","InvestigatorLastName","Smith","Site"
"0X5033","site_status","Active","Site"
"0X5033","City","Foster City","Site"
"0X5033","State","CA","Site"
"0X5033","Country","US","Site"
"0X5033","site_active_dt","2012-01-01","Site"
"0X5384","studyid","AA-AA-000-0000","Site"
"0X5384","invid","0X5384","Site"
"0X5384","InvestigatorFirstName","Fred","Site"
"0X5384","InvestigatorLastName","Smith","Site"
"0X5384","site_status","Active","Site"
"0X5384","City","Milton Keynes","Site"
"0X5384","State","Buckinghamshire","Site"
"0X5384","Country","UK","Site"
"0X5384","site_active_dt","2012-01-01","Site"
"0X2539","studyid","AA-AA-000-0000","Site"
"0X2539","invid","0X2539","Site"
"0X2539","InvestigatorFirstName","Fred","Site"
"0X2539","InvestigatorLastName","Smith","Site"
"0X2539","site_status","Active","Site"
"0X2539","City","Newtown Square","Site"
"0X2539","State","PA","Site"
"0X2539","Country","US","Site"
"0X2539","site_active_dt","2012-02-01","Site"
"0X5728","studyid","AA-AA-000-0000","Site"
"0X5728","invid","0X5728","Site"
"0X5728","InvestigatorFirstName","John","Site"
"0X5728","InvestigatorLastName","Deer","Site"
"0X5728","site_status","Active","Site"
"0X5728","City","Foster City","Site"
"0X5728","State","CA","Site"
"0X5728","Country","US","Site"
"0X5728","site_active_dt","2012-02-01","Site"
"0X6931","studyid","AA-AA-000-0000","Site"
"0X6931","invid","0X6931","Site"
"0X6931","InvestigatorFirstName","Fred","Site"
"0X6931","InvestigatorLastName","Doe","Site"
"0X6931","site_status","Active","Site"
"0X6931","City","London","Site"
"0X6931","State","Greater London","Site"
"0X6931","Country","UK","Site"
"0X6931","site_active_dt","2012-02-01","Site"
"0X3853","studyid","AA-AA-000-0000","Site"
"0X3853","invid","0X3853","Site"
"0X3853","InvestigatorFirstName","John","Site"
"0X3853","InvestigatorLastName","Doe","Site"
"0X3853","site_status","Active","Site"
"0X3853","City","Newtown Square","Site"
"0X3853","State","PA","Site"
"0X3853","Country","US","Site"
"0X3853","site_active_dt","2012-02-01","Site"
"0X8113","studyid","AA-AA-000-0000","Site"
"0X8113","invid","0X8113","Site"
"0X8113","InvestigatorFirstName","John","Site"
"0X8113","InvestigatorLastName","Doe","Site"
"0X8113","site_status","Active","Site"
"0X8113","City","Milton Keynes","Site"
"0X8113","State","Buckinghamshire","Site"
"0X8113","Country","UK","Site"
"0X8113","site_active_dt","2012-02-01","Site"
"0X9998","studyid","AA-AA-000-0000","Site"
"0X9998","invid","0X9998","Site"
"0X9998","InvestigatorFirstName","Joanne","Site"
"0X9998","InvestigatorLastName","Deer","Site"
"0X9998","site_status","Active","Site"
"0X9998","City","Foster City","Site"
"0X9998","State","CA","Site"
"0X9998","Country","US","Site"
"0X9998","site_active_dt","2012-02-01","Site"
"0X6985","studyid","AA-AA-000-0000","Site"
"0X6985","invid","0X6985","Site"
"0X6985","InvestigatorFirstName","John","Site"
"0X6985","InvestigatorLastName","Doe","Site"
"0X6985","site_status","Active","Site"
"0X6985","City","London","Site"
"0X6985","State","Greater London","Site"
"0X6985","Country","UK","Site"
"0X6985","site_active_dt","2012-02-01","Site"
"0X8433","studyid","AA-AA-000-0000","Site"
"0X8433","invid","0X8433","Site"
"0X8433","InvestigatorFirstName","Joanne","Site"
"0X8433","InvestigatorLastName","Smith","Site"
"0X8433","site_status","Active","Site"
"0X8433","City","London","Site"
"0X8433","State","Greater London","Site"
"0X8433","Country","UK","Site"
"0X8433","site_active_dt","2012-02-01","Site"
"0X5893","studyid","AA-AA-000-0000","Site"
"0X5893","invid","0X5893","Site"
"0X5893","InvestigatorFirstName","Fred","Site"
"0X5893","InvestigatorLastName","Smith","Site"
"0X5893","site_status","Active","Site"
"0X5893","City","Newtown Square","Site"
"0X5893","State","PA","Site"
"0X5893","Country","US","Site"
"0X5893","site_active_dt","2012-02-01","Site"
"0X7089","studyid","AA-AA-000-0000","Site"
"0X7089","invid","0X7089","Site"
"0X7089","InvestigatorFirstName","Joanne","Site"
"0X7089","InvestigatorLastName","Smith","Site"
"0X7089","site_status","Active","Site"
"0X7089","City","Tokyo","Site"
"0X7089","State","Kanto","Site"
"0X7089","Country","Japan","Site"
"0X7089","site_active_dt","2012-02-01","Site"
"0X3533","studyid","AA-AA-000-0000","Site"
"0X3533","invid","0X3533","Site"
"0X3533","InvestigatorFirstName","Fred","Site"
"0X3533","InvestigatorLastName","Smith","Site"
"0X3533","site_status","Active","Site"
"0X3533","City","Milton Keynes","Site"
"0X3533","State","Buckinghamshire","Site"
"0X3533","Country","UK","Site"
"0X3533","site_active_dt","2012-02-01","Site"
"0X5329","studyid","AA-AA-000-0000","Site"
"0X5329","invid","0X5329","Site"
"0X5329","InvestigatorFirstName","Joanne","Site"
"0X5329","InvestigatorLastName","Smith","Site"
"0X5329","site_status","Active","Site"
"0X5329","City","Tokyo","Site"
"0X5329","State","Kanto","Site"
"0X5329","Country","Japan","Site"
"0X5329","site_active_dt","2012-02-01","Site"
"0X7632","studyid","AA-AA-000-0000","Site"
"0X7632","invid","0X7632","Site"
"0X7632","InvestigatorFirstName","Fred","Site"
"0X7632","InvestigatorLastName","Smith","Site"
"0X7632","site_status","Active","Site"
"0X7632","City","Kumamoto","Site"
"0X7632","State","Kumamoto Prefecture","Site"
"0X7632","Country","Japan","Site"
"0X7632","site_active_dt","2012-02-01","Site"
"0X2944","studyid","AA-AA-000-0000","Site"
"0X2944","invid","0X2944","Site"
"0X2944","InvestigatorFirstName","Joanne","Site"
"0X2944","InvestigatorLastName","Deer","Site"
"0X2944","site_status","Active","Site"
"0X2944","City","Milton Keynes","Site"
"0X2944","State","Buckinghamshire","Site"
"0X2944","Country","UK","Site"
"0X2944","site_active_dt","2012-02-01","Site"
"0X5017","studyid","AA-AA-000-0000","Site"
"0X5017","invid","0X5017","Site"
"0X5017","InvestigatorFirstName","Fred","Site"
"0X5017","InvestigatorLastName","Doe","Site"
"0X5017","site_status","Active","Site"
"0X5017","City","Kumamoto","Site"
"0X5017","State","Kumamoto Prefecture","Site"
"0X5017","Country","Japan","Site"
"0X5017","site_active_dt","2012-02-01","Site"
"0X2457","studyid","AA-AA-000-0000","Site"
"0X2457","invid","0X2457","Site"
"0X2457","InvestigatorFirstName","John","Site"
"0X2457","InvestigatorLastName","Deer","Site"
"0X2457","site_status","Active","Site"
"0X2457","City","London","Site"
"0X2457","State","Greater London","Site"
"0X2457","Country","UK","Site"
"0X2457","site_active_dt","2012-02-01","Site"
"0X1382","studyid","AA-AA-000-0000","Site"
"0X1382","invid","0X1382","Site"
"0X1382","InvestigatorFirstName","Fred","Site"
"0X1382","InvestigatorLastName","Doe","Site"
"0X1382","site_status","Active","Site"
"0X1382","City","Kumamoto","Site"
"0X1382","State","Kumamoto Prefecture","Site"
"0X1382","Country","Japan","Site"
"0X1382","site_active_dt","2012-02-01","Site"
"0X8638","studyid","AA-AA-000-0000","Site"
"0X8638","invid","0X8638","Site"
"0X8638","InvestigatorFirstName","Fred","Site"
"0X8638","InvestigatorLastName","Doe","Site"
"0X8638","site_status","Active","Site"
"0X8638","City","Tokyo","Site"
"0X8638","State","Kanto","Site"
"0X8638","Country","Japan","Site"
"0X8638","site_active_dt","2012-02-01","Site"
"0X1562","studyid","AA-AA-000-0000","Site"
"0X1562","invid","0X1562","Site"
"0X1562","InvestigatorFirstName","John","Site"
"0X1562","InvestigatorLastName","Doe","Site"
"0X1562","site_status","Active","Site"
"0X1562","City","Tokyo","Site"
"0X1562","State","Kanto","Site"
"0X1562","Country","Japan","Site"
"0X1562","site_active_dt","2012-02-01","Site"
"0X7881","studyid","AA-AA-000-0000","Site"
"0X7881","invid","0X7881","Site"
"0X7881","InvestigatorFirstName","John","Site"
"0X7881","InvestigatorLastName","Smith","Site"
"0X7881","site_status","Active","Site"
"0X7881","City","Newtown Square","Site"
"0X7881","State","PA","Site"
"0X7881","Country","US","Site"
"0X7881","site_active_dt","2012-02-01","Site"
"0X6584","studyid","AA-AA-000-0000","Site"
"0X6584","invid","0X6584","Site"
"0X6584","InvestigatorFirstName","Joanne","Site"
"0X6584","InvestigatorLastName","Deer","Site"
"0X6584","site_status","Active","Site"
"0X6584","City","Kumamoto","Site"
"0X6584","State","Kumamoto Prefecture","Site"
"0X6584","Country","Japan","Site"
"0X6584","site_active_dt","2012-02-01","Site"
"0X3260","studyid","AA-AA-000-0000","Site"
"0X3260","invid","0X3260","Site"
"0X3260","InvestigatorFirstName","Fred","Site"
"0X3260","InvestigatorLastName","Deer","Site"
"0X3260","site_status","Active","Site"
"0X3260","City","Newtown Square","Site"
"0X3260","State","PA","Site"
"0X3260","Country","US","Site"
"0X3260","site_active_dt","2012-02-01","Site"
"0X5746","studyid","AA-AA-000-0000","Site"
"0X5746","invid","0X5746","Site"
"0X5746","InvestigatorFirstName","John","Site"
